name,vertices,edges,chromatic_number,image_path,leap_1_structure,leap_1_order,leap_2_structure,leap_2_order
7‐graph 282,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_449.png,1,1,1,1
smallest fully 7‐forested graph 3,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_450.png,1,1,1,1
8‐matchstick graph 172,7,8,2,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_451.png,1,1,1,1
8‐matchstick graph 87,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_452.png,1,1,1,1
8‐matchstick graph 169,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_453.png,1,1,1,1
7‐graph 254,7,9,2,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_454.png,1,1,1,1
9‐matchstick graph 52,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_455.png,1,1,1,1
7‐graph 248,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_456.png,1,1,1,1
9‐matchstick graph 212,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_457.png,1,1,1,1
9‐matchstick graph 40,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_458.png,1,1,1,1
7‐graph 247,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_459.png,1,1,1,1
9‐matchstick graph 45,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_460.png,1,1,1,1
9‐matchstick graph 13,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_461.png,1,1,1,1
7‐graph 256,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_462.png,1,1,1,1
7‐graph 255,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_463.png,1,1,1,1
10‐matchstick graph 3,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_464.png,1,1,1,1
7‐graph 249,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_465.png,1,1,1,1
10‐matchstick graph 63,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_466.png,1,1,1,1
"2‐tree (7,4)",7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_467.png,1,1,1,1
7‐graph 278,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_468.png,1,1,1,1
7‐graph 276,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_469.png,1,1,1,1
3‐dipyramid and two singletons,7,9,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_470.png,1,1,1,1
7‐graph 279,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_471.png,1,1,1,1
7‐graph 277,7,10,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_472.png,1,1,1,1
7‐graph 274,7,10,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_473.png,1,1,1,1
7‐graph 280,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_474.png,1,1,1,1
9‐matchstick graph 270,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_475.png,1,1,1,1
7‐graph 236,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_476.png,1,1,1,1
9‐matchstick graph 11,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_477.png,1,1,1,1
7‐graph 232,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_478.png,1,1,1,1
9‐matchstick graph 109,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_479.png,1,1,1,1
7‐graph 233,7,9,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_480.png,1,1,1,1
2‐triangular grid and singleton,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_481.png,1,1,1,1
3‐helm graph,7,9,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_482.png,1,1,1,1
7‐graph 239,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_483.png,1,1,1,1
7‐graph 237,7,10,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_484.png,1,1,1,1
7‐graph 235,7,10,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_485.png,1,1,1,1
10‐matchstick graph 10,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_486.png,1,1,1,1
smallest fully 7‐forested graph 1,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_487.png,1,1,1,1
9‐matchstick graph 437,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_488.png,1,1,1,1
9‐matchstick graph 39,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_489.png,1,1,1,1
7‐graph 198,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_490.png,1,1,1,1
7‐graph 199,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_491.png,1,1,1,1
9‐matchstick graph 9,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_492.png,1,1,1,1
7‐graph 203,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_493.png,1,1,1,1
7‐graph 201,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_494.png,1,1,1,1
"2‐tree (7,3)",7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_495.png,1,1,1,1
7‐graph 302,7,10,2,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_496.png,1,1,1,1
7‐graph 304,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_497.png,1,1,1,1
7‐graph 303,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_498.png,1,1,1,1
7‐graph 305,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_499.png,1,1,1,1
7‐graph 298,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_500.png,1,1,1,1
7‐graph 300,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_501.png,1,1,1,1
7‐graph 299,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_502.png,1,1,1,1
7‐graph 297,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_503.png,1,1,1,1
7‐graph 296,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_504.png,1,1,1,1
7‐graph 301,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_505.png,1,1,1,1
7‐graph 261,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_506.png,1,1,1,1
7‐graph 263,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_507.png,1,1,1,1
7‐graph 262,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_508.png,1,1,1,1
7‐maximally graceful graph 1,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_509.png,1,1,1,1
7‐graph 259,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_510.png,1,1,1,1
"2‐tree (7,5)",7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_511.png,1,1,1,1
7‐graph 264,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_512.png,1,1,1,1
7‐graph 306,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_513.png,1,1,1,1
7‐graph 307,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_514.png,1,1,1,1
utility graph and singleton,7,9,2,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_515.png,1,1,1,1
7‐graph 328,7,10,2,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_516.png,1,1,1,1
7‐graph 326,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_517.png,1,1,1,1
7‐graph 323,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_518.png,1,1,1,1
7‐graph 322,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_519.png,1,1,1,1
7‐graph 329,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_520.png,1,1,1,1
"(1,2,3)‐tripartite graph and singleton",7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_521.png,1,1,1,1
7‐graph 324,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_522.png,1,1,1,1
7‐graph 330,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_523.png,1,1,1,1
7‐graph 316,7,10,2,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_524.png,1,1,1,1
7‐graph 314,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_525.png,1,1,1,1
7‐graph 313,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_526.png,1,1,1,1
10‐matchstick graph 155,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_527.png,1,1,1,1
7‐graph 312,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_528.png,1,1,1,1
7‐graph 309,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_529.png,1,1,1,1
7‐graph 308,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_530.png,1,1,1,1
7‐graph 317,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_531.png,1,1,1,1
7‐graph 315,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_532.png,1,1,1,1
7‐graph 311,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_533.png,1,1,1,1
7‐graph 318,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_534.png,1,1,1,1
7‐graph 337,7,11,2,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_535.png,1,1,1,1
7‐graph 336,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_536.png,1,1,1,1
7‐graph 335,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_537.png,1,1,1,1
7‐graph 339,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_538.png,1,1,1,1
7‐graph 338,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_539.png,1,1,1,1
7‐graph 340,7,13,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_540.png,1,1,1,1
7‐graph 333,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_541.png,1,1,1,1
"(1,1,1,3)‐complete 4‐bipartite graph and singleton",7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_542.png,1,1,1,1
7‐graph 331,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_543.png,1,1,1,1
7‐graph 334,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_544.png,1,1,1,1
7‐graph 320,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_545.png,1,1,1,1
7‐graph 319,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_546.png,1,1,1,1
7‐graph 321,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_547.png,1,1,1,1
7‐graph 341,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_548.png,1,1,1,1
"(3,4)‐complete bipartite graph",7,12,2,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_549.png,1,1,1,1
7‐graph 344,7,13,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_550.png,1,1,1,1
7‐graph 342,7,13,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_551.png,1,1,1,1
"(1,2,4)‐complete tripartite graph",7,14,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_552.png,1,1,1,1
"(1,1,1,4)‐complete 4‐partite graph",7,15,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_553.png,1,1,1,1
5‐path and 2‐path,7,5,2,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_554.png,1,1,1,1
triangle and two 2‐paths,7,5,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_555.png,C6,6,C3,3
"(3,2)‐spoke graph",7,6,2,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_556.png,1,1,1,1
"(3,2)‐tadpole and 2‐path",7,6,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_557.png,C6,6,C3,3
7‐matchstick graph 21,7,7,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_558.png,C6,6,C3,3
butterfly and 2‐path,7,7,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_559.png,S5,120,A5,60
8‐matchstick graph 29,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_560.png,S5,120,A5,60
"(3,3)‐Dutch windmill graph",7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_561.png,A7,2520,A7,2520
7‐path graph,7,6,2,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_562.png,1,1,1,1
pentagon and 2‐path,7,6,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_563.png,C10,10,C5,5
triangle and 4‐path,7,6,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_564.png,C6,6,C3,3
7‐matchstick graph 54,7,7,2,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_565.png,1,1,1,1
longhorn graph,7,7,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_566.png,C6,6,C3,3
house and 2‐path,7,7,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_567.png,C2 x S5,240,S5,120
"(5,2)‐tadpole graph",7,7,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_568.png,C10,10,C5,5
7‐matchstick graph 32,7,7,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_569.png,C6,6,C3,3
"(3,4)‐tadpole graph",7,7,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_570.png,C6,6,C3,3
Eiffel tower graph,7,7,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_571.png,1,1,1,1
8‐matchstick graph 50,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_572.png,C2 x S5,240,S5,120
8‐matchstick graph 65,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_573.png,C6,6,C3,3
8‐matchstick graph 34,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_574.png,S5,120,A5,60
8‐matchstick graph 71,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_575.png,S7,5040,S7,5040
8‐matchstick graph 15,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_576.png,C6,6,C3,3
gem and 2‐path,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_577.png,C2 x S5,240,S5,120
8‐matchstick graph 32,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_578.png,C6,6,C3,3
9‐matchstick graph 101,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_579.png,S7,5040,S7,5040
parapluie graph,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_580.png,C2 x S5,240,S5,120
9‐matchstick graph 18,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_581.png,S5,120,A5,60
10‐matchstick graph 5,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_582.png,S7,5040,S7,5040
two triangles and singleton,7,6,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_583.png,1,1,1,1
7‐graph 361,7,7,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_584.png,1,1,1,1
kite and 2‐path,7,7,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_585.png,C6,6,C3,3
3‐barbell and singleton,7,7,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_586.png,1,1,1,1
paw and triangle,7,7,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_587.png,C6,6,C3,3
"2‐path, tetrahedron, and singleton",7,7,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_588.png,1,1,1,1
8‐matchstick graph 22,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_589.png,C6,6,C3,3
8‐matchstick graph 67,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_590.png,C6,6,C3,3
7‐graph 363,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_591.png,1,1,1,1
"(4,2)‐lollipop and singleton",7,8,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_592.png,1,1,1,1
"(4,1)‐lollipop and 2‐path",7,8,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_593.png,C6,6,C3,3
9‐matchstick graph 72,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_594.png,C6,6,C3,3
7‐graph 367,7,9,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_595.png,C6,6,C3,3
7‐graph 364,7,9,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_596.png,1,1,1,1
7‐graph 369,7,10,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_597.png,C6,6,C3,3
theta‐0 graph,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_598.png,S7,5040,A7,2520
7‐graph 434,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_599.png,C2 x S5,240,S5,120
9‐matchstick graph 111,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_600.png,S5,120,A5,60
9‐matchstick graph 185,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_601.png,S7,5040,S7,5040
7‐graph 433,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_602.png,C6,6,C3,3
9‐matchstick graph 10,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_603.png,C6,6,C3,3
9‐matchstick graph 12,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_604.png,C2 x S5,240,S5,120
9‐matchstick graph 38,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_605.png,C2 x S5,240,S5,120
9‐matchstick graph 49,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_606.png,C6,6,C3,3
9‐matchstick graph 168,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_607.png,S7,5040,S7,5040
7‐graph 436,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_608.png,S7,5040,S7,5040
7‐graph 435,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_609.png,C2 x S5,240,S5,120
10‐matchstick graph 2,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_610.png,S5,120,A5,60
10‐matchstick graph 12,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_611.png,S7,5040,S7,5040
"2‐tree (7,6)",7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_612.png,S7,5040,S7,5040
8‐matchstick graph 80,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_613.png,C6,6,C3,3
trans square with two triangles and singleton,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_614.png,1,1,1,1
7‐graph 415,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_615.png,C6,6,C3,3
9‐matchstick graph 180,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_616.png,C6,6,C3,3
7‐graph 410,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_617.png,1,1,1,1
9‐matchstick graph 78,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_618.png,C6,6,C3,3
Beineke graph 5 and singleton,7,9,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_619.png,1,1,1,1
Beineke graph 8 and singleton,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_620.png,1,1,1,1
7‐graph 404,7,9,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_621.png,1,1,1,1
7‐graph 417,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_622.png,C6,6,C3,3
7‐graph 416,7,10,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_623.png,C6,6,C3,3
10‐matchstick graph 11,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_624.png,C6,6,C3,3
7‐graph 411,7,10,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_625.png,1,1,1,1
7‐graph 406,7,10,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_626.png,C6,6,C3,3
smallest fully 7‐forested graph 5,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_627.png,C6,6,C3,3
"(3,3,2)‐kayak paddle graph",7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_628.png,A7,2520,A7,2520
7‐graph 400,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_629.png,C2 x S5,240,S5,120
9‐matchstick graph 239,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_630.png,S7,5040,S7,5040
9‐matchstick graph 73,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_631.png,S5,120,A5,60
7‐graph 395,7,9,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_632.png,C6,6,C3,3
house X and 2‐path,7,9,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_633.png,C2 x S5,240,S5,120
9‐matchstick graph 53,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_634.png,C6,6,C3,3
7‐triangular snake graph,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_635.png,A7,2520,A7,2520
7‐graph 402,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_636.png,S7,5040,S7,5040
7‐graph 401,7,10,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_637.png,C2 x S5,240,S5,120
10‐matchstick graph 29,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_638.png,S7,5040,S7,5040
7‐graph 397,7,10,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_639.png,S5,120,A5,60
smallest fully 7‐forested graph 4,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_640.png,S7,5040,S7,5040
7‐graph 444,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_641.png,C2 x S5,240,S5,120
7‐graph 442,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_642.png,S7,5040,S7,5040
7‐graph 440,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_643.png,S5,120,A5,60
7‐graph 438,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_644.png,S7,5040,S7,5040
7‐graph 446,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_645.png,S7,5040,S7,5040
7‐graph 445,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_646.png,C2 x S5,240,S5,120
"2‐tree (7,7)",7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_647.png,S7,5040,S7,5040
7‐graph 441,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_648.png,S5,120,A5,60
7‐graph 439,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_649.png,S7,5040,S7,5040
7‐graph 447,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_650.png,S7,5040,S7,5040
7‐graph 419,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_651.png,1,1,1,1
7‐graph 421,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_652.png,S5,120,A5,60
"(2,3)‐king and singleton",7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_653.png,1,1,1,1
7‐graph 422,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_654.png,S5,120,A5,60
7‐graph 448,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_655.png,S7,5040,S7,5040
7‐graph 449,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_656.png,S7,5040,S7,5040
7‐cycle graph,7,7,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_657.png,C7,7,C7,7
8‐matchstick graph 160,7,8,2,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_658.png,1,1,1,1
8‐matchstick graph 81,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_659.png,C2 x S5,240,S5,120
8‐matchstick graph 92,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_660.png,A7,2520,A7,2520
8‐matchstick graph 165,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_661.png,S7,5040,S7,5040
8‐matchstick graph 24,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_662.png,C6,6,C3,3
8‐matchstick graph 82,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_663.png,C10,10,C5,5
8‐matchstick graph 77,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_664.png,C2 x S5,240,S5,120
8‐matchstick graph 76,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_665.png,1,1,1,1
8‐matchstick graph 86,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_666.png,C6,6,C3,3
9‐matchstick graph 179,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_667.png,S7,5040,S7,5040
9‐matchstick graph 50,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_668.png,C2 x S5,240,S5,120
9‐matchstick graph 15,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_669.png,C2 x S5,240,S5,120
9‐matchstick graph 61,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_670.png,S7,5040,S7,5040
9‐matchstick graph 172,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_671.png,S7,5040,S7,5040
9‐matchstick graph 51,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_672.png,C6,6,C3,3
9‐matchstick graph 110,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_673.png,C2 x S5,240,S5,120
