name,vertices,edges,chromatic_number,image_path,leap_1_structure,leap_1_order,leap_2_structure,leap_2_order
9‐matchstick graph 120,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_674.png,A7,2520,A7,2520
9‐matchstick graph 14,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_675.png,C6,6,C3,3
10‐matchstick graph 19,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_676.png,S7,5040,S7,5040
10‐matchstick graph 68,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_677.png,S7,5040,S7,5040
10‐matchstick graph 4,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_678.png,C2 x S5,240,S5,120
"(1,6)‐fan graph",7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_679.png,S7,5040,S7,5040
8‐matchstick graph 161,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_680.png,C10,10,C5,5
7‐graph 585,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_681.png,1,1,1,1
Beineke graph 7 and singleton,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_682.png,1,1,1,1
7‐graph 590,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_683.png,C10,10,C5,5
9‐matchstick graph 58,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_684.png,C10,10,C5,5
7‐graph 586,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_685.png,1,1,1,1
7‐graph 591,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_686.png,C10,10,C5,5
6‐wheel and singleton,7,10,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_687.png,1,1,1,1
7‐graph 592,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_688.png,C10,10,C5,5
7‐graph 663,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_689.png,S7,5040,S7,5040
7‐graph 661,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_690.png,C2 x S5,240,S5,120
7‐graph 660,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_691.png,C2 x S5,240,S5,120
7‐graph 658,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_692.png,S7,5040,S7,5040
"(7,10,1)‐unit distance forbidden subgraph",7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_693.png,S7,5040,S7,5040
7‐graph 659,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_694.png,C6,6,C3,3
7‐graph 665,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_695.png,S7,5040,S7,5040
7‐graph 664,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_696.png,S7,5040,S7,5040
7‐graph 662,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_697.png,C2 x S5,240,S5,120
7‐graph 666,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_698.png,S7,5040,S7,5040
3‐prism and singleton,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_699.png,1,1,1,1
6‐path complement and singleton,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_700.png,1,1,1,1
7‐graph 645,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_701.png,C2 x S5,240,S5,120
7‐graph 649,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_702.png,C2 x S5,240,S5,120
7‐graph 646,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_703.png,1,1,1,1
7‐graph 652,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_704.png,C2 x S5,240,S5,120
7‐graph 651,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_705.png,C2 x S5,240,S5,120
7‐graph 650,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_706.png,C2 x S5,240,S5,120
7‐graph 648,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_707.png,1,1,1,1
7‐graph 653,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_708.png,C2 x S5,240,S5,120
9‐matchstick graph 522,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_709.png,S7,5040,S7,5040
9‐matchstick graph 287,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_710.png,S7,5040,A7,2520
7‐graph 624,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_711.png,S7,5040,S7,5040
7‐graph 622,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_712.png,S7,5040,S7,5040
7‐graph 619,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_713.png,C2 x S5,240,S5,120
7‐graph 618,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_714.png,C2 x S5,240,S5,120
7‐graph 616,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_715.png,S7,5040,S7,5040
7‐graph 626,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_716.png,S7,5040,S7,5040
7‐graph 625,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_717.png,S7,5040,S7,5040
7‐graph 623,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_718.png,S7,5040,S7,5040
7‐graph 620,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_719.png,C2 x S5,240,S5,120
7‐graph 627,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_720.png,S7,5040,S7,5040
7‐graph 634,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_721.png,C6,6,C3,3
7‐graph 639,7,10,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_722.png,1,1,1,1
7‐graph 637,7,10,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_723.png,C6,6,C3,3
7‐graph 636,7,10,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_724.png,1,1,1,1
7‐graph 633,7,10,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_725.png,1,1,1,1
7‐graph 632,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_726.png,C6,6,C3,3
7‐graph 642,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_727.png,C6,6,C3,3
7‐graph 641,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_728.png,C6,6,C3,3
7‐graph 640,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_729.png,1,1,1,1
7‐graph 638,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_730.png,C6,6,C3,3
7‐graph 635,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_731.png,C6,6,C3,3
7‐graph 643,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_732.png,C6,6,C3,3
7‐graph 629,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_733.png,S7,5040,S7,5040
7‐graph 630,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_734.png,S7,5040,S7,5040
7‐graph 628,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_735.png,C2 x S5,240,S5,120
7‐nut graph 2,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_736.png,S7,5040,S7,5040
7‐graph 674,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_737.png,S7,5040,S7,5040
7‐graph 678,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_738.png,S7,5040,S7,5040
7‐graph 677,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_739.png,S7,5040,S7,5040
7‐graph 676,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_740.png,C2 x S5,240,S5,120
7‐graph 675,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_741.png,S7,5040,S7,5040
7‐graph 679,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_742.png,S7,5040,S7,5040
7‐graph 672,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_743.png,S7,5040,S7,5040
7‐graph 671,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_744.png,S7,5040,S7,5040
7‐graph 670,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_745.png,C2 x S5,240,S5,120
7‐graph 669,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_746.png,C2 x S5,240,S5,120
rising sun graph,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_747.png,S7,5040,S7,5040
7‐graph 667,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_748.png,S7,5040,S7,5040
7‐graph 673,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_749.png,S7,5040,S7,5040
parachute graph,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_750.png,C2 x S5,240,S5,120
tritetrahedron and singleton,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_751.png,1,1,1,1
7‐graph 656,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_752.png,C2 x S5,240,S5,120
7‐graph 680,7,13,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_753.png,S7,5040,S7,5040
7‐graph 681,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_754.png,S7,5040,S7,5040
7‐graph 454,7,8,2,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_755.png,1,1,1,1
"(3,4,1)‐kayak paddle graph",7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_756.png,C3 x D4,24,C6 x C2,12
Beineke graph 2 and 2‐path,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_757.png,C2 x S5,240,S5,120
7‐graph 457,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_758.png,C3 x D4,24,C6 x C2,12
7‐graph 455,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_759.png,C2 x S5,240,S5,120
9‐matchstick graph 117,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_760.png,S7,5040,S7,5040
5‐wheel and 2‐path,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_761.png,C2 x S5,240,S5,120
7‐graph 458,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_762.png,S7,5040,S7,5040
7‐graph 456,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_763.png,C2 x S5,240,S5,120
7‐graph 459,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_764.png,S7,5040,S7,5040
7‐graph 533,7,9,2,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_765.png,1,1,1,1
7‐graph 524,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_766.png,S7,5040,S7,5040
9‐matchstick graph 271,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_767.png,C2 x S5,240,S5,120
7‐graph 523,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_768.png,C2 x S5,240,S5,120
9‐matchstick graph 300,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_769.png,C3 x D4,24,C6 x C2,12
7‐graph 537,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_770.png,S7,5040,S7,5040
7‐graph 535,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_771.png,C2 x S5,240,S5,120
10‐matchstick graph 395,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_772.png,S7,5040,S7,5040
7‐graph 526,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_773.png,S7,5040,S7,5040
7‐graph 534,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_774.png,C2 x S5,240,S5,120
10‐matchstick graph 38,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_775.png,S7,5040,S7,5040
7‐graph 525,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_776.png,S7,5040,S7,5040
7‐graph 539,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_777.png,S7,5040,S7,5040
7‐graph 538,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_778.png,S7,5040,S7,5040
7‐graph 536,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_779.png,C2 x S5,240,S5,120
7‐graph 532,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_780.png,S7,5040,S7,5040
7‐graph 527,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_781.png,S7,5040,S7,5040
7‐graph 540,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_782.png,S7,5040,S7,5040
9‐matchstick graph 283,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_783.png,S7,5040,S7,5040
9‐matchstick graph 272,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_784.png,C2 x S5,240,S5,120
9‐matchstick graph 301,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_785.png,A7,2520,A7,2520
9‐matchstick graph 86,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_786.png,C6,6,C3,3
7‐graph 513,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_787.png,S7,5040,S7,5040
10‐matchstick graph 197,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_788.png,S7,5040,S7,5040
Šoltés graph J3,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_789.png,C2 x S5,240,S5,120
10‐matchstick graph 269,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_790.png,A7,2520,A7,2520
7‐graph 507,7,10,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_791.png,C2 x S5,240,S5,120
7‐graph 503,7,10,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_792.png,S7,5040,S7,5040
7‐graph 515,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_793.png,S7,5040,S7,5040
7‐graph 514,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_794.png,S7,5040,S7,5040
5‐polyiamond graph 3,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_795.png,S7,5040,S7,5040
7‐graph 509,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_796.png,C2 x S5,240,S5,120
7‐graph 505,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_797.png,S7,5040,S7,5040
7‐graph 516,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_798.png,S7,5040,S7,5040
10‐matchstick graph 661,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_799.png,S7,5040,S7,5040
7‐graph 493,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_800.png,C2 x S5,240,S5,120
square with three triangles,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_801.png,A7,2520,A7,2520
10‐matchstick graph 43,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_802.png,S7,5040,S7,5040
7‐graph 495,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_803.png,C2 x S5,240,S5,120
10‐matchstick graph 28,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_804.png,C2 x S5,240,S5,120
10‐matchstick graph 186,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_805.png,S7,5040,S7,5040
7‐graph 483,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_806.png,S7,5040,S7,5040
7‐graph 491,7,10,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_807.png,C6,6,C3,3
10‐matchstick graph 26,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_808.png,C2 x S5,240,S5,120
10‐matchstick graph 27,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_809.png,C6,6,C3,3
7‐graph 482,7,10,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_810.png,C2 x S5,240,S5,120
10‐matchstick graph 35,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_811.png,S7,5040,S7,5040
7‐graph 499,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_812.png,S7,5040,S7,5040
7‐graph 498,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_813.png,S7,5040,S7,5040
7‐graph 496,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_814.png,C2 x S5,240,S5,120
7‐graph 494,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_815.png,C2 x S5,240,S5,120
5‐polyiamond graph 2,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_816.png,S7,5040,S7,5040
7‐graph 485,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_817.png,S7,5040,S7,5040
7‐graph 500,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_818.png,S7,5040,S7,5040
7‐graph 467,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_819.png,S7,5040,S7,5040
7‐graph 465,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_820.png,C2 x S5,240,S5,120
10‐matchstick graph 49,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_821.png,S7,5040,S7,5040
7‐graph 462,7,10,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_822.png,C2 x S5,240,S5,120
3‐dipyramid and 2‐path,7,10,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_823.png,C2 x S5,240,S5,120
7‐graph 461,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_824.png,C3 x D4,24,C6 x C2,12
7‐graph 468,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_825.png,S7,5040,S7,5040
7‐graph 466,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_826.png,C2 x S5,240,S5,120
7‐graph 464,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_827.png,S7,5040,S7,5040
7‐graph 469,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_828.png,S7,5040,S7,5040
7‐graph 477,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_829.png,C3 x D4,24,C6 x C2,12
10‐matchstick graph 151,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_830.png,C3 x D4,24,C6 x C2,12
7‐graph 472,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_831.png,C6,6,C3,3
7‐graph 474,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_832.png,C3 x D4,24,C6 x C2,12
7‐graph 471,7,10,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_833.png,C6,6,C3,3
7‐graph 470,7,10,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_834.png,1,1,1,1
7‐graph 479,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_835.png,C3 x D4,24,C6 x C2,12
7‐graph 478,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_836.png,C3 x D4,24,C6 x C2,12
"2‐tree (7,8)",7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_837.png,C3 x D4,24,C6 x C2,12
7‐graph 473,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_838.png,C6,6,C3,3
7‐graph 480,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_839.png,C3 x D4,24,C6 x C2,12
7‐graph 548,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_840.png,S7,5040,S7,5040
7‐graph 550,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_841.png,S7,5040,S7,5040
7‐graph 549,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_842.png,S7,5040,S7,5040
7‐graph 551,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_843.png,S7,5040,S7,5040
7‐graph 544,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_844.png,S7,5040,S7,5040
7‐graph 546,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_845.png,S7,5040,S7,5040
7‐graph 545,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_846.png,S7,5040,S7,5040
7‐graph 543,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_847.png,C2 x S5,240,S5,120
7‐graph 542,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_848.png,S7,5040,S7,5040
7‐graph 541,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_849.png,S7,5040,S7,5040
7‐graph 547,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_850.png,S7,5040,S7,5040
7‐graph 519,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_851.png,S7,5040,S7,5040
7‐graph 521,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_852.png,S7,5040,S7,5040
7‐graph 520,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_853.png,S7,5040,S7,5040
7‐graph 518,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_854.png,C2 x S5,240,S5,120
7‐graph 517,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_855.png,S7,5040,S7,5040
7‐graph 522,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_856.png,S7,5040,S7,5040
7‐graph 552,7,13,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_857.png,S7,5040,S7,5040
7‐graph 553,7,14,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_858.png,S7,5040,S7,5040
square and triangle,7,7,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_859.png,C3 x D4,24,C6 x C2,12
8‐matchstick graph 26,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_860.png,C6,6,C3,3
3‐path and tetrahedron,7,8,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_861.png,1,1,1,1
8‐matchstick graph 88,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_862.png,C6,6,C3,3
triangle and tetrahedron minus edge,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_863.png,C3 x D4,24,C6 x C2,12
8‐matchstick graph 25,7,8,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_864.png,1,1,1,1
9‐matchstick graph 82,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_865.png,C3 x D4,24,C6 x C2,12
"(4,3)‐lollipop graph",7,9,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_866.png,C6,6,C3,3
9‐matchstick graph 67,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_867.png,C3 x D4,24,C6 x C2,12
9‐matchstick graph 74,7,9,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_868.png,C6,6,C3,3
7‐graph 558,7,9,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_869.png,1,1,1,1
7‐graph 567,7,10,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_870.png,C3 x D4,24,C6 x C2,12
10‐matchstick graph 73,7,10,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_871.png,C3 x D4,24,C6 x C2,12
7‐graph 563,7,10,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_872.png,C6,6,C3,3
7‐graph 568,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_873.png,C3 x D4,24,C6 x C2,12
pentatope and two singletons,7,10,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_874.png,1,1,1,1
7‐graph 571,7,11,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_875.png,1,1,1,1
"(5,1)‐lollipop and singleton",7,11,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_876.png,1,1,1,1
7‐graph 572,7,12,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_877.png,1,1,1,1
7‐graph 580,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_878.png,C3 x D4,24,C6 x C2,12
7‐graph 579,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_879.png,C3 x D4,24,C6 x C2,12
7‐graph 578,7,12,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_880.png,C3 x D4,24,C6 x C2,12
7‐graph 577,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_881.png,C6,6,C3,3
7‐graph 581,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_882.png,C3 x D4,24,C6 x C2,12
7‐graph 575,7,12,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_883.png,C6,6,C3,3
7‐graph 574,7,12,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_884.png,1,1,1,1
7‐graph 573,7,12,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_885.png,C6,6,C3,3
7‐graph 576,7,13,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_886.png,C6,6,C3,3
7‐graph 582,7,13,4,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_887.png,C3 x D4,24,C6 x C2,12
7‐graph 583,7,14,5,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_888.png,C3 x D4,24,C6 x C2,12
7‐graph 755,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_889.png,S7,5040,S7,5040
7‐graph 753,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_890.png,C2 x S5,240,S5,120
7‐graph 748,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_891.png,S7,5040,S7,5040
7‐graph 751,7,11,3,https://raw.githubusercontent.com/mschachner/leaper/main/results/images/graph_892.png,C2 x S5,240,S5,120
